price,area,city,bedrooms,bathrooms,location,property_type,url,built_in_year,parking,servant_quarters,store_rooms,kitchens,drawing_rooms
1.2 Crore,5 Marla,Islamabad,2,3,"Ghauri Town Phase 4 C2, Ghauri Town",House,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_c2_5_marla_single_storey_house_for_sale_in_ghouri_town_phase_4c_2-53906303-16230-1.html,2024.0,1.0,,,1.0,
5.95 Crore,10 Marla,Islamabad,6,6,"Gulberg Residencia - Block O, Gulberg Residencia",House,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_o_10_marla_block_o_gulberg_residencia-53118513-9125-1.html,2025.0,2.0,1.0,3.0,2.0,
2.55 Crore,5 Marla,Islamabad,4,6,"Naval Anchorage - Block G, Naval Anchorage",House,https://www.zameen.com/Property/naval_anchorage_naval_anchorage_-_block_g_naval_incorage_block_g_marla_5_houses_available_for_sale-53162063-9158-1.html,2025.0,2.0,2.0,2.0,2.0,
16.25 Crore,14 Marla,Islamabad,5,7,"D-12/4, D-12",House,https://www.zameen.com/Property/d_12_d-12_4_14_marla_corner_house_available_for_sale-52633935-3157-1.html,,4.0,1.0,1.0,2.0,
13.9 Crore,1 Kanal,Islamabad,5,6,"DHA Phase 2 - Sector B, DHA Defence Phase 2",House,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_south_face_designer_house_available_for_sale-53873957-3197-1.html,,3.0,2.0,1.0,2.0,
3.6 Crore,8 Marla,Islamabad,5,6,"Faisal Margalla City, B-17",House,https://www.zameen.com/Property/b_17_faisal_margalla_city_30x60_luxury_house_for_sale_in_faisal_margalla_city_b-17_islamabad-53335764-13424-1.html,2025.0,2.0,2.0,1.0,2.0,
6.93 Crore,14 Marla,Islamabad,5,6,"DHA Phase 5 - Sector F, DHA Defence Phase 5",House,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_dha_phase_5_islamabad_14_marla_house_available_for_sale-53956268-8836-1.html,2026.0,3.0,1.0,1.0,2.0,
3.85 Crore,10 Marla,Islamabad,5,6,"Bahria Enclave - Sector M, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_m_10_marla_house_for_sale_in_bahria_enclave_islamabad-54126125-11977-1.html,2024.0,,1.0,,2.0,
2.65 Crore,5 Marla,Islamabad,3,4,"Bahria Enclave - Sector H, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_5_marla_brand_new_house_available_for_sale_in_bahria_enclave_islamabad-54060217-11983-1.html,2026.0,,1.0,,1.0,
12 Crore,1 Kanal,Islamabad,5,6,"Bahria Enclave - Sector C, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_kanal_brand_new_house_is_available_for_sale_in_bahria_enclave_islamabad-54051241-11973-1.html,2026.0,,1.0,,2.0,
14.5 Crore,1 Kanal,Islamabad,8,6,"Park Enclave 1, Park Enclave",House,https://www.zameen.com/Property/park_enclave_park_enclave_1_1_kanal_house_for_sale_in_park_enclave_1-54168030-17148-1.html,2026.0,4.0,1.0,1.0,2.0,
78 Lakh,3.6 Marla,Islamabad,2,2,"Defence Residency, DHA Defence Phase 2",House,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_signature_properties_offer_2_bad_block_11_dha_phase_2_islamabad-53858510-9914-1.html,,,,,1.0,
3.75 Crore,10 Marla,Islamabad,5,6,"Top City 1, Islamabad",House,https://www.zameen.com/Property/islamabad_top_city_1_a_10_marla_house_located_in_top_city_1_is_available_for_sale-54034365-1383-1.html,,1.0,,1.0,1.0,
9.5 Crore,1 Kanal,Islamabad,5,6,"DHA Phase 2 - Sector E, DHA Defence Phase 2",House,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_e_one_kanal_house_for_sale_in_dha_phase_2_sector_e_islamabad-54159781-3200-1.html,2018.0,,,,,
2.5 Crore,8.5 Marla,Islamabad,3,3,"Zarkon Heights, G-15",House,https://www.zameen.com/Property/g_15_zarkon_heights_3_bed_for_sale_in_zarkon_heights_g15_islamabad-53657246-10169-1.html,2025.0,1.0,,,1.0,
5.5 Crore,10 Marla,Islamabad,5,6,"DHA Defence Phase 1, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_10_marla_double_unit_house_available_for_sale_in_dha_phase_1-45627916-376-1.html,,3.0,2.0,2.0,2.0,
8 Crore,1 Kanal,Islamabad,6,6,"DHA Defence Phase 1, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_1_kanal_house_available_for_sale_in_dha_phase_1-51149363-376-1.html,2023.0,3.0,2.0,2.0,2.0,
2.2 Crore,5 Marla,Islamabad,5,6,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_double_story_house-54251695-340-1.html,,,,,2.0,
5.5 Crore,14.2 Marla,Islamabad,6,6,"PWD Housing Society - Block B, PWD Housing Scheme",House,https://www.zameen.com/Property/pwd_housing_scheme_pwd_housing_society_-_block_b_14_marla_double_storey_house_available_for_sale_in_pwd_housing_society-54220474-15003-1.html,,,,,1.0,
3.4 Crore,5 Marla,Islamabad,6,6,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_5_marla_exclusive_house_dha_2_islamabad-54189663-339-1.html,,,,,,
3.9 Crore,8 Marla,Islamabad,5,6,"Faisal Town - F-18, Islamabad",House,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_brand_new_luxury_8_marla_house-54113640-8260-1.html,,,,,,
9 Crore,7 Marla,Islamabad,6,6,"G-11, Islamabad",House,https://www.zameen.com/Property/islamabad_g-11_unoccupied_house_of_7_square_feet_is_available_for_sale_in_g-11-54255059-168-1.html,,,,,,
13 Crore,1.1 Kanal,Islamabad,10,,"E-11/2, E-11",House,https://www.zameen.com/Property/e_11_e-11_2_e-11_2_house_for_sale_size_500_yard_3_store-54019455-3233-1.html,,,,,,
1.6 Crore,5 Marla,Islamabad,4,3,"Airport Enclave, Islamabad",House,https://www.zameen.com/Property/islamabad_airport_enclave_centrally_located_prime_location_house_for_sale_in_airport_enclave_available_investor_price-52752725-9241-1.html,,1.0,1.0,1.0,1.0,
5.25 Crore,9 Marla,Islamabad,5,5,"MPCHS - Block C1, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_b_17_c_1_block_35x65_double_height_designer_house_for_sale-53530158-12607-1.html,2025.0,2.0,1.0,1.0,2.0,
3.3 Crore,5 Marla,Islamabad,4,4,"Faisal Margalla City, B-17",House,https://www.zameen.com/Property/b_17_faisal_margalla_city_park_face_furnished_designer_house_for_sale_faisal_margalla_city_25x50-53549580-13424-1.html,2025.0,1.0,1.0,1.0,2.0,
4 Crore,8 Marla,Islamabad,4,4,"Faisal Margalla City, B-17",House,https://www.zameen.com/Property/b_17_faisal_margalla_city_faisal_margalla_city_30x60_single_unit_modern_design_luxury_house_for_sale_park_face-53692237-13424-1.html,2025.0,2.0,1.0,1.0,2.0,
2.65 Crore,5 Marla,Islamabad,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_b_17_f_block_5marla_corner_designer_house_for_sale_60feet_road_double_unit-53712685-8527-1.html,,2.0,1.0,1.0,2.0,
3.55 Crore,8 Marla,Islamabad,5,5,"MPCHS - Block E, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_b_17_e_block_8_marla_designer_house_for_sale-53788587-3120-1.html,2005.0,1.0,1.0,1.0,2.0,
9.5 Crore,1 Kanal,Islamabad,8,,"MPCHS - Block C1, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_1kanal_brand_new_house_double_unit_double_storey_multi_garden_b_17-53916993-12607-1.html,2026.0,4.0,1.0,1.0,2.0,
5.5 Crore,10 Marla,Islamabad,5,6,"MPCHS - Block D, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_d_10_marla_brand_new_designer_owner_built_house_for_sale_in_multi_garden_b_17_islamabad-53917065-3119-1.html,2026.0,2.0,1.0,1.0,2.0,
4.65 Crore,8 Marla,Islamabad,4,5,"DHA Defence Phase 3, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_8_marla_house_park_facing_owner_build_for_sale-53348576-8412-1.html,,,,,,
1.57 Crore,8 Marla,Islamabad,3,3,"DHA Valley - Oleander Sector, DHA Valley",House,https://www.zameen.com/Property/dha_valley_dha_valley_-_oleander_sector_in_dha_valley_-_oleander_sector_house_sized_8_marla_for_sale-54254556-3213-1.html,,,,,,
5.5 Crore,10 Marla,Islamabad,5,6,"Zaraj Scheme - Sector C, Zaraj Housing Scheme",House,https://www.zameen.com/Property/zaraj_housing_scheme_zaraj_scheme_-_sector_c_10_marla_brand_new_designer_house_for_sale_dem_5_50_cr_negotiable-54254409-3512-1.html,,,,,,
4.8 Crore,6 Marla,Islamabad,4,4,"G-10/4, G-10",House,https://www.zameen.com/Property/g_10_g-10_4_g_10_4_30x50_house_for_sale-54254244-3327-1.html,,,,,,
7.75 Crore,10 Marla,Islamabad,5,5,"G-10/4, G-10",House,https://www.zameen.com/Property/g_10_g-10_4_g_10_4_35x70_house_for_sale-54254226-3327-1.html,,,,,,
6 Crore,1.3 Kanal,Islamabad,6,6,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_big_luxury_house-54192044-340-1.html,,,,,,
3.9 Crore,8 Marla,Islamabad,4,5,"MPCHS - Block E, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_mpchs_e_block_double_height_8marla_designer_house_for_sale-53978820-3120-1.html,2026.0,2.0,1.0,1.0,1.0,
8.75 Crore,1 Kanal,Islamabad,5,6,"MPCHS - Block A, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_a_1kanal_brand_new_designer_house_for_sale_b_17_a_block-54018434-3116-1.html,2026.0,4.0,1.0,1.0,3.0,
3.4 Crore,8 Marla,Islamabad,4,5,"MPCHS - Block E, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_8marla_designer_house_for_sale_b_17_e_block-54021868-3120-1.html,2026.0,2.0,1.0,1.0,2.0,
8.5 Crore,1 Kanal,Islamabad,6,,"MPCHS - Block C, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c_1_kanal_double_height_designer_house_for_sale_b_17_islamabad-54056383-3118-1.html,2026.0,4.0,1.0,1.0,2.0,
2.45 Crore,5 Marla,Islamabad,4,4,"MPCHS - Block F, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_f_block_5marla_designer_house_for_sale_single_unit-54099744-8527-1.html,,,1.0,1.0,2.0,
4 Crore,5 Marla,Islamabad,6,6,"Faisal Margalla City, B-17",House,https://www.zameen.com/Property/b_17_faisal_margalla_city_25_50_corner_triple_heighed_brand_new_house_for_sale_in_faisal_margalla_city_b_17_islamabad-54137209-13424-1.html,2026.0,2.0,1.0,1.0,2.0,
4.7 Crore,10 Marla,Islamabad,5,6,"MPCHS - Block F, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_f_block_10marla_brand_new_house_for_sale_double_unit_b_17_islamabad-54155891-8527-1.html,,,,,,
2.9 Crore,5 Marla,Islamabad,4,4,"MPCHS - Block C1, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_5_marla_triple_height_designer_house_luxury_single_unit_for_sale_c_1_block_b_17_islamabad-54182425-12607-1.html,2026.0,2.0,1.0,1.0,1.0,
5.5 Crore,10 Marla,Islamabad,4,5,"Eighteen, Kashmir Highway",House,https://www.zameen.com/Property/kashmir_highway_eighteen_half_kanal_luxury_villa_for_sale_in_eighteen_islamabad_stunning_parkway_views-54207218-12602-1.html,2024.0,,,,1.0,
46 Crore,8 Kanal,Islamabad,8,7,"Eighteen, Kashmir Highway",House,https://www.zameen.com/Property/kashmir_highway_eighteen_8_kanal_ultra_luxury_villa_golf_course_view_for_sale_direct_deal_with_eighteen_islamabad-54240316-12602-1.html,2026.0,,,,,
26.8 Crore,4 Kanal,Islamabad,7,7,"Eighteen, Kashmir Highway",House,https://www.zameen.com/Property/kashmir_highway_eighteen_4_kanal_ultra_luxury_villa_golf_course_view_for_sale_direct_deal_with_eighteen_islamabad-54240285-12602-1.html,2026.0,,,,,
80 Lakh,3 Marla,Islamabad,2,2,"H-13, Islamabad",House,https://www.zameen.com/Property/islamabad_h-13_new_house_spread_over_3_marla_in_h-13_available-52811650-1039-1.html,,,,,,
5.5 Crore,1 Kanal,Islamabad,6,6,"AGOCHS Phase 1, AGOCHS",House,https://www.zameen.com/Property/agochs_agochs_phase_1_1_kanal_corner_house_for_sale_agochs_phase_1-54168932-3107-1.html,,,,,,
2.6 Crore,5.6 Marla,Islamabad,4,4,"Faisal Margalla City, B-17",House,https://www.zameen.com/Property/b_17_faisal_margalla_city_brand_new_double_story_house_for_sale_size_5_marla_location_block_a_faisal_margalla_city_b-17_islamabad-54190655-13424-1.html,,,,,,
6.5 Crore,14 Marla,Islamabad,5,6,"Emaar Canyon Views, Islamabad",House,https://www.zameen.com/Property/islamabad_emaar_canyon_views_14_5_marla_double_unit_newly_constructed_corner_house_for_sale-54026198-8370-1.html,,,,,,
2.25 Crore,3.3 Marla,Islamabad,,,"F-10 Markaz, F-10",House,https://www.zameen.com/Property/f_10_f-10_markaz_park_tower_pent_house_1_beds_for_sale-54115088-3280-1.html,,,,,,
1.5 Arab,2.3 Kanal,Islamabad,9,6,"G-6/3, G-6",House,https://www.zameen.com/Property/g_6_g-6_3_exclusive_location_front_open_mention_available_for_sale-54252124-3364-1.html,,,,,,
3.99 Crore,8 Marla,Islamabad,4,6,"Faisal Town Phase 1 - Block A, Faisal Town Phase 1",House,https://www.zameen.com/Property/faisal_town_phase_1_faisal_town_phase_1_-_block_a_looking_for_a_prime_location_house_in_faisal_town_phase_1_-_block_a_islamabad-54239547-16416-1.html,,,,,2.0,
1.5 Arab,2.6 Kanal,Islamabad,,,"G-6/3, G-6",House,https://www.zameen.com/Property/g_6_g-6_3_prime_location_1300_square_yards_house_in_stunning_g-6_3_is_available_for_sale-54239965-3364-1.html,2022.0,,1.0,1.0,1.0,
18 Crore,1 Kanal,Islamabad,5,6,"F-10/1, F-10",House,https://www.zameen.com/Property/f_10_f-10_1_f-10_duplex_house_for_sale_prime_location_double_storey_6_beds-49389642-3276-1.html,2010.0,6.0,1.0,1.0,1.0,
79 Crore,2.4 Kanal,Islamabad,6,7,"F-6, Islamabad",House,https://www.zameen.com/Property/islamabad_f-6_brand_new_house_is_for_sale_in_f-6-53507041-164-1.html,,,,,,
1.6 Arab,4.1 Kanal,Islamabad,6,7,"F-6, Islamabad",House,https://www.zameen.com/Property/islamabad_f-6_f-6_3_very_hot_location_corner_old_house_is_for_sale-53020606-164-1.html,2022.0,,,,,
2.45 Crore,7.5 Marla,Islamabad,5,6,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_zam_zam_real_estate-54148019-340-1.html,,,,,,
9.5 Crore,1 Kanal,Islamabad,5,6,"Naval Anchorage, Islamabad",House,https://www.zameen.com/Property/islamabad_naval_anchorage_top_location_owner_built_house-53970850-375-1.html,2025.0,1.0,1.0,1.0,1.0,
7.5 Crore,1.2 Kanal,Islamabad,8,6,"Fazaia Housing Scheme Block F, Fazaia Housing Scheme",House,https://www.zameen.com/Property/fazaia_housing_scheme_fazaia_housing_scheme_block_f_600_sq_yd_double_unit_brand_new_house_available_for_sale_in_fazai_housing_sakeem_block_f_islamabad-53805185-14689-1.html,2024.0,10.0,1.0,2.0,2.0,
90 Crore,2.1 Kanal,Islamabad,9,6,"F-7, Islamabad",House,https://www.zameen.com/Property/islamabad_f-7_beautiful_house_available_for_sale-54251921-165-1.html,,,,,,
3.5 Crore,19.6 Marla,Islamabad,,,"Faisal Margalla City, B-17",House,https://www.zameen.com/Property/b_17_faisal_margalla_city_4400_sq_ft_fully_furnished_pent_house_available_for_sale_in_faisal_margalla_city_fmc_b-17_islamabad-53857142-13424-1.html,,,,,,
55 Crore,1.4 Kanal,Islamabad,6,6,"F-7, Islamabad",House,https://www.zameen.com/Property/islamabad_f-7_f-7_brand_new_house_for_sale-54151183-165-1.html,,,,,,
4.45 Crore,4 Marla,Islamabad,3,4,"D-12, Islamabad",House,https://www.zameen.com/Property/islamabad_d-12_d-12_4_marla_house_for_sale-54150195-160-1.html,,,,,,
9.75 Crore,1 Kanal,Islamabad,6,6,"DHA Phase 4 - Sector B, DHA Defence Phase 4",House,https://www.zameen.com/Property/dha_defence_phase_4_dha_phase_4_-_sector_b_brand_new_double_unit_house_for_sale_dha_phase_4_sector_b-53825856-13957-1.html,,,,,,
16.4 Crore,1.2 Kanal,Islamabad,5,6,"F-10/3, F-10",House,https://www.zameen.com/Property/f_10_f-10_3_investment_opportunity_house_for_sale_in_f-10_3_islamabad-53203247-3278-1.html,,,,,,
55 Lakh,3.4 Marla,Islamabad,2,2,"MPCHS - Multi Gardens, B-17",House,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_mpch_b17_multigarden_block_b17_islamabad_block_e-54250393-3115-1.html,,,,,,
4.2 Crore,10 Marla,Islamabad,7,7,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_7_bed_double_storey_brand_new_spanish_house_for_sale_on_10_marla-52039959-340-1.html,2024.0,2.0,,,2.0,
6.4 Crore,1.5 Kanal,Islamabad,4,5,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_4_bed_single_storey_corner_house_30_marla_for_sale-52124167-340-1.html,2023.0,5.0,,1.0,1.0,
1.55 Crore,4 Marla,Islamabad,4,5,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_4_marla_triple_storey_house_for_sale_in_pakistan_colony_bani_gala-52161971-340-1.html,2023.0,1.0,,1.0,2.0,
2.15 Crore,7 Marla,Islamabad,5,6,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_5_bed_double_story_house_for_sale_on_7_marla-52176784-340-1.html,2023.0,2.0,1.0,1.0,2.0,
75.5 Lakh,5 Marla,Islamabad,2,,"PECHS, Islamabad",House,https://www.zameen.com/Property/islamabad_pechs_single_story_5_marla_corner_house_for_sale_pechs_0km_from_mumtaz_city-52496859-333-1.html,2024.0,3.0,1.0,1.0,1.0,
4.5 Crore,12 Marla,Islamabad,5,6,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_5_bed_brand_new_double_storey_house_for_sale-54163626-340-1.html,2026.0,2.0,1.0,1.0,2.0,
3 Crore,6 Marla,Islamabad,4,6,"Soan Garden, Islamabad",House,https://www.zameen.com/Property/islamabad_soan_garden_brand_new_6_marla_beautiful_designer_house_for_sale_in_soan_garden_islamabad-53686988-338-1.html,2025.0,2.0,,,2.0,
4.75 Crore,1 Kanal,Islamabad,5,4,"AGOCHS Phase 1, AGOCHS",House,https://www.zameen.com/Property/agochs_agochs_phase_1_1_kanal_beautiful_house_for_sale_in_agochs_society-53921249-3107-1.html,2025.0,3.0,,,1.0,
6.2 Crore,1 Kanal,Islamabad,,,"Gulshan-e-Sehat 1, E-18",House,https://www.zameen.com/Property/e_18_gulshan-e-sehat_1_1_kanal_brand_new_corner_double_unit_house_available_for_sale_in_gulshan_e_sehat_e-18_islamabad-54055578-3258-1.html,,,,,,
3.75 Crore,8 Marla,Islamabad,10,,"F-17, Islamabad",House,https://www.zameen.com/Property/islamabad_f-17_8_marla_double_basement_house_available_for_sale_in_f-17_mpchs_islamabad-54233884-335-1.html,2015.0,2.0,,,,
6.5 Crore,10 Marla,Islamabad,4,6,"DHA Phase 5 - Sector F, DHA Defence Phase 5",House,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_brand_new_house_for_sale-54235548-8836-1.html,2005.0,3.0,1.0,2.0,1.0,
3 Crore,5 Marla,Islamabad,4,5,"Faisal Town - F-18, Islamabad",House,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_luxury_5_marla_house_for_sale-54058490-8260-1.html,,,,,,
6 Crore,1 Kanal,Islamabad,7,6,"E-17/3, E-17",House,https://www.zameen.com/Property/e_17_e-17_3_corner_park_face_house-53760718-3255-1.html,,,,,,
2.45 Crore,5 Marla,Islamabad,4,5,"Park View - Block B, Park View City",House,https://www.zameen.com/Property/park_view_city_park_view_-_block_b_double_storey_house_for_sale_park_view_city_islamabad-54187977-16862-1.html,,,,,,
9.5 Crore,1 Kanal,Islamabad,5,,"DHA Phase 3 - Block B, DHA Defence Phase 3",House,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_owner_buikt_kanal_solid_house_at_a_very_prime_location-54008991-16227-1.html,,,,,,
4.8 Crore,4 Marla,Islamabad,4,4,"D-12, Islamabad",House,https://www.zameen.com/Property/islamabad_d-12_4_marla_corner_house_with_excellent_location_near_to_markaz-54175650-160-1.html,2023.0,2.0,1.0,,2.0,
9.25 Crore,1 Kanal,Islamabad,5,6,"DHA Phase 2 - Sector A, DHA Defence Phase 2",House,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_a_dha_02_sector_g_house_for_sale-53761173-3196-1.html,,,1.0,1.0,2.0,
28 Crore,2.3 Kanal,Islamabad,8,6,"Defence Tower 2, DHA Phase 2 - Sector C",House,https://www.zameen.com/Property/dha_phase_2_sector_c_defence_tower_2_dha_02_sector_a_house_for_sale_brand_new-53714594-15140-1.html,,2.0,2.0,1.0,2.0,
2.7 Crore,5 Marla,Islamabad,4,5,"Naval Anchorage, Islamabad",House,https://www.zameen.com/Property/islamabad_naval_anchorage_new_brand_5_marla_park_face_house_for_sale-53917013-375-1.html,,,,,,
8.4 Crore,1 Kanal,Islamabad,5,6,"Naval Anchorage, Islamabad",House,https://www.zameen.com/Property/islamabad_naval_anchorage_beautiful_house_is_available_for_sale-53784180-375-1.html,,,,,,
3 Crore,7 Marla,Islamabad,4,5,"Jinnah Gardens Phase 1, Jinnah Gardens",House,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_beautiful_house_is_up_for_sale-54004422-1421-1.html,,,,,,
85 Lakh,4.5 Marla,Islamabad,2,3,"Jhangi Syedan, Islamabad",House,https://www.zameen.com/Property/islamabad_jhangi_syedan_4_5_marla_brand_new_owner_build_house_with_electricity_water_boring-52609341-8851-1.html,2024.0,1.0,,,1.0,
3.9 Crore,7 Marla,Islamabad,4,6,"Gulberg Greens, Gulberg",House,https://www.zameen.com/Property/gulberg_gulberg_greens_7_marla_house_for_sale_brand_new_double_storey-53457426-8312-1.html,2025.0,5.0,1.0,1.0,2.0,
4.35 Crore,7 Marla,Islamabad,4,4,"Gulberg Residencia, Gulberg",House,https://www.zameen.com/Property/gulberg_gulberg_residencia_gulberg_residential_f_block_7_marla_house_for_sale_brand_new-53992937-8319-1.html,2026.0,2.0,1.0,2.0,2.0,
2.38 Crore,5 Marla,Islamabad,4,6,"MPCHS - Block C1, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_ideally_located_house_of_5_marla_is_available_for_sale_in_islamabad-53820393-12607-1.html,2000.0,1.0,1.0,1.0,2.0,
8.5 Crore,10 Marla,Islamabad,8,7,"G-13/3, G-13",House,https://www.zameen.com/Property/g_13_g-13_3_brand_new_double-storey_house_for_sale_g-13_3_islamabad-54077218-3339-1.html,2026.0,5.0,1.0,2.0,2.0,
5.25 Crore,1 Kanal,Islamabad,6,7,"National Police Foundation O-9, Islamabad",House,https://www.zameen.com/Property/islamabad_national_police_foundation_o-9_1_kanal_well_maintained_house_for_sale_in_npf_09_block_b_islamabad-54116498-331-1.html,,,,,,
2 Crore,5 Marla,Islamabad,3,5,"MPCHS - Multi Gardens, B-17",House,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_5_marla_dauble_story_house_for_sale-54230803-3115-1.html,,,,,,
2.5 Crore,7 Marla,Islamabad,2,3,"Jinnah Gardens, FECHS",House,https://www.zameen.com/Property/fechs_jinnah_gardens_brand_new_7_marla_single_storey_for_sale_lop_cda_approved_water_bor_available-54189966-1420-1.html,2026.0,2.0,1.0,1.0,1.0,
1.7 Crore,6 Marla,Islamabad,4,4,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_6_marla_duble_story_house_for_sale_banigala_green-53660133-340-1.html,,,,,,
2.87 Crore,7 Marla,Islamabad,4,4,"River Garden, Islamabad",House,https://www.zameen.com/Property/islamabad_river_garden_7_marla_house_for_sale-51005700-1457-1.html,2024.0,1.0,1.0,2.0,2.0,
47 Lakh,5.3 Marla,Islamabad,3,3,"Rawalpindi Housing Society, C-18",House,https://www.zameen.com/Property/c_18_rawalpindi_housing_society_5_marla_brown_structure_house_for_sale_in_rawalpindi_housing_society_c-18_islamabad-45842063-8562-1.html,2018.0,,,,2.0,
5 Crore,6 Marla,Islamabad,4,5,"G-9/4, G-9",House,https://www.zameen.com/Property/g_9_g-9_4_6_marla_livable_house_for_sale_g-9_4_islamabad-52781608-3387-1.html,2012.0,1.0,1.0,1.0,1.0,
7.5 Crore,10.9 Marla,Islamabad,5,5,"G-9/4, G-9",House,https://www.zameen.com/Property/g_9_g-9_4_house_for_sale_g-9_4_islamabad-54245600-3387-1.html,,,,,,
4.6 Crore,14.2 Marla,Islamabad,,,"G-15/1, G-15",House,https://www.zameen.com/Property/g_15_g-15_1_3200_square_feet_house_for_sale_in_beautiful_g-15_1-54183715-3348-1.html,,,,,,
13.8 Crore,14 Marla,Islamabad,6,6,"D-12, Islamabad",House,https://www.zameen.com/Property/islamabad_d-12_house_is_available_for_sale-54140113-160-1.html,2026.0,2.0,2.0,1.0,2.0,
4 Crore,11 Marla,Islamabad,5,6,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_11_marla_double_storey_house-53984487-340-1.html,2024.0,4.0,1.0,1.0,2.0,
17 Crore,17.8 Marla,Islamabad,5,6,"F-11/3, F-11",House,https://www.zameen.com/Property/f_11_f-11_3_liveable_house_at_nice_location-54236367-3284-1.html,,,,,1.0,
4.05 Crore,5.6 Marla,Islamabad,3,3,"G-11, Islamabad",House,https://www.zameen.com/Property/islamabad_g-11_a_non-corner_single_unit_liveable_house_for_sale_in_g-11-53706237-168-1.html,2020.0,,1.0,,3.0,
12.85 Crore,1 Kanal,Islamabad,6,6,"DHA Defence Phase 5, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_luxurious_villa_for_sale-54216256-10991-1.html,2026.0,2.0,2.0,2.0,2.0,
1.1 Crore,3 Marla,Islamabad,3,4,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_3_marla_double_storey_house_for_sale_brand_new-54163730-340-1.html,,,,,,
13.25 Crore,12.4 Marla,Islamabad,6,6,"I-8/3, I-8",House,https://www.zameen.com/Property/i_8_i-8_3_park_corner_35x80_double_storey_house_at_investor_rate-50601266-3443-1.html,2000.0,4.0,2.0,2.0,2.0,
6 Crore,8 Marla,Islamabad,5,5,"G-10, Islamabad",House,https://www.zameen.com/Property/islamabad_g-10_8_marla_solid_constructed_well_build_double_unit_house_for_sale-53176353-167-1.html,2025.0,1.0,1.0,1.0,2.0,
